code,name,1950-07,1951-07,1952-07,1953-07,1954-07,1955-07,1956-07,1957-07,1958-07,1959-07,1960-07,1961-07,1962-07,1963-07,1964-07,1965-07,1966-07,1967-07,1968-07,1969-07,1970-07,1971-07,1972-07,1973-07,1974-07,1975-07,1976-07,1977-07,1978-07,1979-07,1980-07,1981-07,1982-07,1983-07,1984-07,1985-07,1986-07,1987-07,1988-07,1989-07,1990-07,1991-07,1992-07,1993-07,1994-07,1995-07,1996-07,1997-07,1998-07,1999-07,2000-07,2001-07,2002-07,2003-07,2004-07,2005-07,2006-07,2007-07,2008-07,2009-07,2010-07,2011-07,2012-07,2013-07,2014-07,2015-07,2016-07,2017-07,2018-07,2019-07,2020-07,2021-07,2022-07,2023-07
CCK,Cocos (Keeling) Islands (Aus.),1250.87,852.73,1085.31,728.21,1149.89,1206.34,1541.38,1349.62,1231.36,921.42,1526.33,904.71,1112.52,1562.23,1364.41,1194.42,1321.32,943.2,1643.36,949.08,2232.54,1197.71,737.71,1943.66,1418.72,1660.64,1214.09,881.42,1398.83,1348.86,1214.84,1871.82,1276.71,1736.82,2112.6,1645.52,1089.73,1204.81,1483.73,1792.12,1796.96,717.01,2233.8,1362.41,1124.46,1635.38,2062.52,1449.81,2154.47,1610.02,2001.23,1872.92,1371.23,1225.46,1443.56,1565.08,1057.49,1303.34,1204.97,1353.73,3110.5,1554.23,1447.39,1873.84,1730.91,1290.86,2331.45,1771.15,1607.72,1049.38,1605.7,2617.33,1984.29,1030.41
CHE,Switzerland,1389.36,1599.03,1574.34,1190.51,1572.39,1416.55,1452.87,1379.76,1673.91,1294.33,1626.39,1375.64,1391.25,1544.94,1353.19,1865.21,1737.53,1539.53,1791.93,1453.65,1755.12,1295.94,1464.92,1602.81,1717.96,1475.22,1430.29,1818.78,1692.6,1757.23,1645.01,2018.4,1701.58,1681.48,1600.71,1522.16,1665.67,1771.04,1818.47,1295.08,1543.13,1455.28,1629.65,1698.64,1660.52,1744.02,1588.98,1446.67,1529.39,2023.76,1754.46,1820.17,1857.8,1213.23,1466.94,1372.39,1529.21,1642.89,1698.06,1534.74,1642.7,1431.93,1771.4,1661.3,1663.37,1431.73,1707.61,1600.3,1498.06,1717.59,1526.04,1710.41,1323.52,1764.29
CHL,Chile,1599.28,1620.59,1308.84,1626.74,1660.37,1402.01,1435.17,1449.72,1453.36,1449.99,1330.97,1560.66,1190.1,1453.56,1289.65,1578.89,1291.67,1389.65,1352.13,1461.37,1437.91,1504.67,1482.13,1350.55,1453.93,1691.51,1365.33,1533.93,1350.63,1534.32,1747.47,1575.46,1591.16,1495.68,1557.25,1553.71,1694.85,1572.63,1358.5,1516.38,1568.23,1528.4,1483.9,1575.71,1534.26,1423.84,1473.11,1627.1,1349.23,1336.33,1480.91,1584.86,1625.55,1563.38,1508.04,1510.86,1681.63,1386.75,1480.04,1655.72,1516.26,1494.45,1598.44,1476.68,1578.87,1554.18,1183.06,1729.22,1557.24,1451.85,1486.43,1297.33,1414.47,1555.91
CHN,China,910.38,967.79,968.67,893.62,974.23,862.13,825.61,824.82,837.14,819.31,838.15,925.43,851.46,857.18,941.91,860.15,841.85,865.29,846.6,836.77,833.85,842.52,851.95,906.58,834.86,875.19,836.86,837.54,789.5,812.73,838.32,863.35,852.73,910.96,846.46,874.86,803.95,877.99,830.13,840.34,901.51,852.96,839.15,895.29,884.36,853.5,869.2,836.41,945.47,846.99,850.09,798.8,853.59,819.25,764.56,798.67,740.34,746.12,782.84,720.61,835.71,691.11,822.87,773.16,767.95,802.99,858.7,777.2,796.81,767.8,830.21,821.23,765.14,757.72
CIV,Côte d'Ivoire,1198.72,1223.79,1338.38,1188.7,1179.54,1198.58,1281.12,1577.79,1064.52,1228.57,1231.43,1048.04,1335.69,1464.34,1086.97,1254.17,1218.72,1399.83,1849.47,1485.08,1340.32,1582.64,1427.32,1416.19,1343.74,1265.68,1326.29,1256.84,1394.33,1631.21,1546.1,1295.36,1271.68,1085.28,1532.21,1488.36,1310.81,1443.79,1516.84,1435.87,1331.92,1389.87,1280.5,1382.37,1276,1501.71,1353.56,1241.58,1312.55,1425.66,1155.77,1110.48,1258.66,1345.46,1218.3,1250.55,1162.2,1331.9,1385.73,1235.83,1373.35,1200.7,1264.74,1145.01,1322.12,1153.33,1204.15,1270.67,1446.9,1448.49,1152.27,1265.8,1250.88,1161.98
CMR,Cameroon,1395.37,1936.15,2043.44,1856.67,1683,1791.05,1855.3,1754.44,1641.97,1469.13,1797.31,1633.82,1706.5,1477.09,1248.71,1344.2,1445.16,1988.84,1885.39,2112.7,1917.25,1890.84,1716.45,1998.15,2018.48,1895.94,1951.92,1708.03,1888.89,1927.83,2111.58,1951.68,2014.36,1659.01,1870.05,2091.28,1937.22,1832.43,2045.1,1727.42,1917.16,1829.55,1883.42,1968.35,2096.2,1999.06,1875.16,1787.06,1742.62,2006.09,1803.57,1681.92,1733.4,1704.82,1741.73,1593.05,1545.94,1764.19,1639.45,1712.82,1634.85,1611.7,1691.06,1734.91,1795.21,1638.41,1806.99,1711.44,1664.44,1910.41,1624.95,1608.75,1566.45,1728.3
COD,Democratic Republic of Congo,1717.39,2006.14,2203.07,2281.7,1704.65,1945.14,1941.39,1978.07,1947.86,2069.68,2095.78,2218.57,2200.21,1977.84,1866.99,1878.67,1891.49,2244.35,2003.88,2120.78,2019.42,1910.03,2085.28,1875.5,1941.77,2005.05,2120.2,2049.67,1975.18,2064.99,1933.16,1899.46,1956.94,1767.9,1824.71,1936.59,2048.25,1984.56,2021.43,1782.07,1869.76,1893.57,1831.33,1858.36,1964.64,1832.08,1825.93,1890.15,1772.64,1837.2,1662.25,1585.33,1622.57,1522.82,1553.71,1582.7,1685.21,1589.79,1550.06,1656.87,1615.37,1556.81,1526.79,1444.19,1445.33,1499.63,1471.09,1542.53,1522.23,1563.08,1530.45,1374.6,1458.8,1572.45
COG,Congo,1424.56,1818.9,2005.69,1785.32,1568.2,1528.86,1445.24,1322.46,1305.99,1649.88,1810.34,1830.55,1665.96,1510.44,1328.17,1544.58,1615.13,2294.27,1745.56,1868.17,1793.62,1722.52,1657.32,1849.16,1775.65,1709.83,1757.75,1805.99,1586.66,1772.75,1817.95,1677.55,1749.74,1497.42,1762.88,1821.57,1850.58,1801.53,1987.42,1639.32,1731.88,1636.34,1641.73,1728.61,1836.73,1820.5,1663.15,1660.65,1598.68,1824.08,1627.04,1389.01,1559.98,1538.1,1420.34,1404.78,1491.31,1529.72,1463.44,1546.22,1422.84,1471.23,1493.31,1353.27,1493.23,1360.26,1455.85,1545.94,1453.11,1613.05,1584.4,1446.66,1402.4,1571.33
COK,Cook Islands (N.Z.),1651.48,1802.72,1778.01,1879.24,1842.6,2036.87,1630.74,1808.05,1532.23,2000.32,1748.82,1670.41,2146.71,1688.67,2213.28,1747.38,1709.39,2119.46,1720.54,1588.23,1800.21,1576.77,1659.3,1647.63,1902.84,1466.49,1696.19,2014.92,1852.02,1522.42,1693.97,2243.78,1206.16,1164.79,1743.5,1852.75,2081.92,1758.18,2157.32,1870.35,1475.56,1597.95,1396.85,1550.92,1958.81,1893.62,1618.04,1340.54,1226.92,2157.04,1540.62,1863.93,1510.06,2116.54,1620.89,2016.33,2155.95,2023.2,1702.33,1877.18,1722.36,1701.13,1722.72,1313.83,1702.92,1744.64,1829.63,1818.46,2102.63,2192.6,1955.42,1788.25,1843.88,1718.71
COL,Colombia,3494.84,3452.89,3163.18,3112.45,3223.15,3378.8,3573.37,2926.2,3430.87,3178.5,3129.44,3020.96,2986.72,2955.31,3185.49,2977.24,3188.3,3262.46,3477.41,3472.79,3643.06,3828.12,3421.61,3800.34,3529.93,3757.61,3293.7,3360.19,3586.09,3472.8,3124.02,3481.53,3277.88,3201.34,3472.99,3204.55,3566.99,3489.83,3617.91,3466.12,3439.92,3498.7,3327.29,3602.34,3633.05,3418.11,3503.22,3080.43,3704.75,3576.52,3600.71,3285.53,3279.42,3413.92,3246.49,3242.35,3349.71,3419.42,3414.48,3309.34,3628.25,3572.56,3325.1,3349,3335.75,3217.18,3377.92,3101.08,3165.43,3101.09,3039.15,3347.09,3273.71,2918.9
COM,Comoros,1222.42,999.01,1069.45,2022.44,1188.53,1302.78,1289.44,1525.9,1242.99,1307.78,1366.57,1628.38,1554.43,1324.85,1121.74,1322.55,888.15,1191.63,1224.77,1250.47,1301.76,1751.65,1545.65,1484.94,1343.67,1298.5,1477.87,1222.73,1409.97,1273.89,1652.06,1155.29,1271.79,1427.53,1234.14,1262.96,1466.17,1012.73,1172.23,1689.86,1058.7,1599.66,811.51,1217.2,1438.93,1001.36,1337.71,891.2,1095.59,1001.76,874.87,1003.81,1365.46,1012.57,1332.95,1048.96,1615.53,957.23,1379.39,1065.56,931.73,1161.08,1244.57,1211.16,1157.43,1230.1,1517.7,1276.73,1171.52,1329.77,1194.86,1013.01,1060.62,972.2
CPV,Cabo Verde,313.89,196.76,281.25,273.58,182.28,249.63,343.12,214.98,182.62,82.43,142.86,163.59,160.1,132.05,142.96,183.34,189.02,300.67,109.2,178.41,139.13,141.8,68.84,164.16,114.69,175.95,169.05,35.26,117.08,110.37,206.44,83.41,120.82,63.58,105.52,136.23,135.88,135.96,172.01,146.68,165.25,82.96,62.99,98.37,84.68,126.78,134.38,87.79,99.66,246.59,192.23,115.51,90,151.03,134.42,155.6,142.83,107.21,195.04,214.43,304.25,150.38,194.35,254.46,106.95,237.42,254.79,63.29,90.14,96.15,189.52,111.54,150.13,178.78
CRI,Costa Rica,4012.7,3373.42,3271.13,3389.43,3556.22,4149.12,4001.75,2845.94,3629.73,2393.97,2912.66,2567.22,3354.48,3183.02,2875.3,3115.01,3464.8,3234.01,3399.04,3980.3,4481.86,3753.26,3397.32,4144.35,3547.23,4094.66,3142.41,2934.94,3508.78,3641.57,3292.57,3766.17,2921.16,2732.2,2966.26,2902.14,3036.1,3099.42,3486.72,2885.66,3126.83,2752.43,2677.35,3278.75,2665.08,3944.48,3746.33,2646.31,3370.63,3903.73,3359.47,3335.53,3156.35,3479.08,3640.18,3439.94,3085.8,3789.11,4004.52,3339.27,4897.4,3681.93,3060.71,3143.81,3243.88,2908.2,3407.09,3529.94,3068.73,2885.65,3631.12,3231.5,3702.66,2887.63
CUB,Cuba,918,813.97,953.56,929.67,1064.73,795.45,698.43,934.67,1026.51,825.61,1233.02,917.55,810.42,1286.91,1096.82,763.49,1116.37,779.74,1138.58,1238.18,893.29,941.03,1158.29,1090.51,848.36,835.29,998.93,1081.06,1252.01,1162.31,1043.59,885.43,943.77,1182.04,931.19,1037.55,821.92,1124.73,1173.43,911.78,938.31,1005.7,922.26,1069.11,984.34,1041.49,1020.05,822.24,935.21,1030.55,723.42,867.01,959.59,874.72,630.77,1143.2,989.06,1265.94,961.83,823.76,1016.54,960.5,1049.32,938.31,911.83,870.02,903.09,1195.2,1043.97,947.27,1090.3,773.46,871.87,937.23
CUW,Curaçao (Neth.),1578.15,932.88,835.75,820.25,1045.33,1124.33,1157.48,614.14,768.85,674.87,733.85,865.15,663.27,676.67,810.37,781.58,980.68,788.74,783.62,937.04,1172.33,682.51,768.77,1276.53,1107.24,1073.41,729.04,755.64,944.49,969.79,838.86,1147.18,772.86,703.73,966.09,1166.77,923.82,782.58,1333.19,769.93,1047.79,747.16,739.46,741.16,643.34,870.08,825.81,570.06,822.96,1256.93,1022.03,697.13,771.54,893.48,1266.02,1111.65,832.95,875.54,1235.13,693.36,1746.59,1317.62,892.34,690.11,571.42,440.69,908.8,800.19,732.32,419.24,705.77,751.01,1000.7,596.33
CXR,Christmas Island (Aus.),1113.33,1124.52,999.59,450.98,1442.11,1348.38,1225.24,1053.17,1179.88,972.48,1241.25,1052.05,1254.75,1443.08,1007.84,577.19,1051.94,772.17,1462.65,722.86,1287.41,1089.76,879.8,1742.41,1296.2,1800.95,693.65,1094.96,1729.87,972.46,1466.05,1811.2,1138.25,1835.06,1888.06,1504.83,1006.05,845.12,925.2,1409.26,1182.36,914.98,1688.18,1224.28,1053.28,1696.15,938.16,968.37,2257.76,1266.97,1708.18,1377.48,1095.58,901.28,1206.67,1031.39,1192.54,1208.38,1131.38,1120.78,2713.58,1788.31,1827.39,1724.33,1427,1108.29,2900.54,1651.41,1154.6,998.88,1350.42,2393.57,1993.59,951.66
CYM,Cayman Islands (U.K.),1043.19,964.12,1079.02,1256.8,1089.66,880.27,626.66,801.88,1181.22,1038.4,1157.76,1368.12,903.43,1031.56,1421.77,896.65,1403.01,965.44,1419.62,1319.31,1157.32,1150.92,1231.16,1016.84,975.73,831.62,984.32,1084.62,1156.91,1263.23,1109.61,1053.23,945.84,1054.9,883.1,721.68,814.53,866.99,1246.57,732.23,998.73,795.36,719.78,978.59,758.44,1072.62,1324.24,741.14,1055.69,1290.69,869.64,1099.2,1206.83,865.54,862.04,1503.65,997.59,1241.73,1295.85,787.62,1200.55,1037.96,998.77,1024.18,830.61,899.64,848.94,1381.42,1011.62,788,1365.65,734.7,842.2,806.34
CYP,Cyprus,390.47,432.91,430.46,439.7,581.27,366.87,336.04,444.27,303.8,290.42,286.65,399.33,366,360.16,411.9,435.03,476.17,541.32,547.82,482.55,350.25,476.66,503.63,230.04,480.8,462.53,416.35,385.91,438.96,422.12,326.07,486.38,327.34,372.67,414.1,395.32,357.65,386.48,465.78,291.53,214.1,544.79,383.21,281.83,489.38,230.01,419.65,361.25,340.78,256.18,397.1,426.42,365.41,434.26,428.39,287.6,340.75,338.48,220.98,465.78,300.91,432.66,585.5,300.98,353.35,401.79,290.79,303.88,455.47,632.55,450.36,315.23,356.83,374.19
CZE,Czech Republic,630.19,603.91,724.86,540.65,782.11,740.16,746.29,733.63,802.02,627.44,815.13,756.91,701.32,732.87,795.52,938,951.8,841.71,806.05,702.53,873.42,760.84,774.18,663.45,896.75,763.01,722.3,879.39,769.08,875.92,825.62,988.83,656.56,700.35,798.12,797.82,796.07,891.88,817.29,716.55,682.76,689.56,698.73,748.91,753.03,940.52,791.48,820.52,832.21,758.46,805.31,903.19,958.53,587.78,772.58,869.33,782.28,847.27,774.31,859.95,962.08,694.16,803.73,825.24,789.73,665.8,793.91,806.7,633.94,754.03,880.56,880.22,844.9,883.67
DEU,Germany,791.88,760.51,829.78,641.4,887.56,779.48,854.31,799.88,911.98,590.22,895.71,883.1,763.52,725.66,731.59,1071.8,1028.34,950.08,915.98,832.6,1001.24,713.13,800.02,819.59,976.07,770.06,682.28,920.5,883.81,910.31,939.07,1080.57,801.19,874.52,912.34,848.13,954.82,976.33,967.58,773.19,847.94,721.2,847.55,961.25,945.57,932.06,752.48,802.15,997.58,919.65,918.58,1010.07,1063.64,638.19,863.05,844.82,818.2,1037.24,871.47,901.1,971.99,794.31,895.98,909.5,859.13,804.41,838.37,954.83,663.27,853,822.78,988.48,825.59,1034.85
DJI,Djibouti,1127.63,717.94,765.6,875.31,453.83,398.17,377.44,355.5,239.89,290.36,313.48,283.12,206.04,226.58,169.73,202.78,139.04,341.82,318.01,169.21,198.04,263.43,292.95,193.89,320.86,340.04,251.82,446.61,326.99,349.84,153.29,266.87,369.83,260.97,206.77,331.68,279.64,206.88,291.95,303.59,183.61,148.76,241.04,226.22,192.77,248.73,279.47,247.66,348.35,214.05,282.16,230.8,201.21,233.4,195.94,200.92,278.72,172.21,109.35,111.87,253.53,198.23,112.42,225.21,202.37,159.4,241.07,150.51,182.05,229.88,253.41,189.49,173.04,196.71
DMA,Dominica,1326.3,1373.1,1049.11,1000.05,1219.22,1096.86,1117.2,1075.54,1309.7,960.94,1204.27,1513.41,1324.36,1327.42,1212.71,1019.82,1260.55,1051.82,857.6,951.23,1053.06,816.28,1110.27,1072.03,1237.68,1143.36,1001.87,1165.83,1074.23,1365.45,1060.61,1222.93,1192.85,1000.31,1072.78,1082.38,975.87,1318.71,1240.06,931.8,1080.48,950.28,1004.73,982.02,910.89,1118.89,1180.9,921.86,1301.18,1035.73,933.65,883.46,928.26,1050.08,1422.19,1562.74,1144.17,1052.65,1231.75,955.02,1386.51,1773.49,1229.22,1232.17,983.5,857.74,1237.95,1191.93,1023.19,1049.15,1106.85,862.92,1093.94,1126.24
DNK,Denmark,876.92,799.59,700.96,680.3,861.53,575.15,627.88,667.46,775.18,571.24,831.83,736.09,780.91,761.97,653.18,781.76,897.75,858.5,820.75,692.42,841.51,725.86,782.41,690.65,790.06,613.5,602.51,777.72,747.8,858.17,923.38,879.91,761.81,815.88,779.15,836.64,739.62,795.26,857.73,630.05,848.03,679.91,680.58,797.24,850.36,692.26,563.65,672.53,908.45,935.85,845.7,842.57,874.57,664.77,840.28,706.33,862.13,917.78,816.92,791.7,777.58,805.75,878.55,736.11,853.2,963.66,756.43,930.34,646.96,943.32,838.79,821.51,791.13,993.69
DOM,Dominican Republic,1163,1200.62,1010.54,1035.59,1224.83,1181.06,1043.16,871.49,1099.68,913.98,1293.21,1187.35,926.44,1333.59,946.12,929.47,1014.42,653.33,883.46,1139.51,1081.04,1012.58,1104.67,1147.49,1321.92,973.35,837.34,1142.76,1231.93,1591.55,1172.36,1337.95,1083.66,1176.86,1137,1120.98,1319.33,1483.37,1273.67,980.17,1190.46,873.78,1227.64,1235.4,879.2,958.54,1175.59,780.04,1249.33,1161.31,858.83,936.48,859.26,1093.34,1094.59,1379.6,1049.02,1337.98,1120.48,1028.39,1331.91,1220.44,1253.49,982.01,809.69,773.22,1278.14,1327.49,886.61,885.53,1003.96,915.34,940.96,982.18
DZA,Algeria,58.7,98.62,60.27,86.91,69.44,72.24,65.14,100.78,76.31,57.66,67.3,42.24,67.83,69.69,72.07,110.74,59.61,84.46,65,115.79,55.57,99.73,131.09,85.64,72.12,79.78,111.04,65.19,58.49,88.57,90.16,52.1,88.15,35.12,63.11,75.39,81.41,59.36,72.49,57.91,82.63,78.76,68.16,56.38,79.08,65.99,87.61,67.46,54.15,73.98,40.6,44.65,56.29,86.55,86.71,66.66,82.39,64.29,77.3,87.25,64.67,82.42,73.87,67.72,73.58,70.87,62.72,57.79,89.45,71.19,50.67,47.6,42.63,41.58
ECU,Ecuador,2496.08,2879.84,2565.21,2865.94,2490.99,2544.46,3113.75,3195.24,3571.61,3097.74,2428.94,2719.74,2512.27,2332.64,2944.19,3005.88,2776.57,2710.78,2758.39,2911.11,2829.44,3213.84,3224.16,3214.99,2909.31,3252.27,3316.89,2759.61,2656.92,2653.49,2774.19,2765.63,3439.78,4186.79,3044.46,2555.44,3169.18,3390.55,2865.65,2969.03,2837.89,3008,3348.61,3229.38,3231.36,3063.05,2845.81,4171.58,4226.89,3333.14,3176.62,3092.94,3228.42,3007.3,2782.06,2645.85,2983.29,2841.97,3160.85,2987.48,3005.11,2940.16,3358.4,2996.54,3189.84,3387.57,3176.72,3591.37,3273.85,3587.58,2854.41,3295.62,2894.95,3368.44
EGY,Arab Republic of Egypt,13.2,11.84,8.49,14.77,10.29,6.09,10.54,14.29,4.9,6.76,11.14,14.17,7.07,34.61,49.33,33.29,144.12,79.09,12.33,21.79,7.6,19.59,19.28,6.23,16.7,17.62,8.83,8.6,8.27,11.25,12.27,5.85,15.04,10.78,7.63,28.2,11.53,11.27,24.04,8.49,12.19,21.56,14.91,13.75,23,9.63,13.91,13.32,9.28,8.62,11.54,6.65,9.41,7.02,9.08,10.18,8.98,8.18,10.61,6.11,9.61,12.29,9.54,8.88,13.63,16.03,9.85,7.45,14.66,15.68,28.01,11.63,10.79,11.74
ERI,Eritrea,1000.03,586.86,758.88,894.67,507.13,422.32,511.5,395.77,382.98,485.13,353.07,543.6,349.94,384.21,367.74,377.25,221.65,363.78,395.91,342.27,330.67,434.09,454.12,396.29,533.25,480.95,414.8,497,504.23,482.1,317.13,372.23,465.76,370.5,271.16,493.45,441.79,421.19,485.46,359.36,216.19,290.86,393.52,340.15,391.17,423.64,430.98,428.08,370.98,330.67,283.76,329.51,303.01,374.74,307.36,343.73,411.02,345.41,256.71,241.57,330.2,272.53,263.02,307.33,340.82,237.23,373.85,285.32,364.76,404.56,289.12,220.13,250.36,209.57
ESP,Spain,514.05,757.72,594.68,510.42,524.2,679.95,634.56,597.65,656.47,765.3,895.6,660.29,686.64,845.12,575.9,709.98,752.38,646.46,684.6,893.31,640.88,887.65,994.22,620.54,653.78,680.75,731.37,787.91,649.39,804.42,601.55,609.7,645.82,611.3,722.73,645.94,632.01,754.37,655.02,771.47,564.76,584.17,600.23,607.64,524.58,585.55,851.77,807.48,552.37,617.8,657.37,648.13,692.23,745.05,594.04,474.8,660.22,579.68,710.93,646.57,814.71,573.56,575.76,732.81,709.71,542.16,705.44,495.97,831.33,623.2,679.05,663.26,641.7,585.08
EST,Estonia,694.94,545.72,788.81,561.37,745.89,609.45,699.39,808.55,661.21,586.32,724.17,720.99,877.98,650.96,582.09,656.22,759.47,757.59,690.86,633.14,707.24,728.4,807.31,795.11,803.81,672.22,624.51,805.93,866.31,746.52,759.88,941.78,662.93,808.09,776.41,824.19,759.75,800.61,858.72,784.76,869.28,757.51,647.86,752.27,726.09,750.34,619.86,707.34,821.18,671.9,763.32,805.88,606.35,707.95,788.58,643.3,588.91,776.04,924.51,809.16,831.12,718.4,939.34,637.98,710.08,692.61,807.85,836.36,586.53,776.05,794.03,764.49,680.39,790.73
ETH,Ethiopia,1582.15,1548.66,1568.14,1593.89,1104.08,1083.86,1068.15,1165.98,1109.7,1181.82,1345.94,1243.77,1171.22,1280.73,867.6,817.28,814.49,1308.74,1077.11,966.34,1069.04,1097.67,1107.53,989.01,1028.79,1140.07,1113.14,1331.2,1158,1231.09,996.9,1102.49,1111.26,1085.76,895.99,1239.13,1104.43,1082.65,1059.85,1061.82,983.67,960.65,967.91,1012.82,1017.85,998.4,1148.75,1193.52,1010.16,911.91,931.02,988.67,915.66,935,960.36,1010.81,1120.72,957.03,910.62,810.37,1060.68,942.28,940.93,1052.67,1025.64,931.52,957.99,952.22,1048.85,1137.43,1027.44,815.75,783.28,1037.62
FIN,Finland,606.49,627.89,696.61,654.1,776.45,623.89,526.22,759.93,549.91,589.39,600.8,727.28,737.98,602.97,621.31,702.86,701.34,760.59,654.08,582.76,679.94,688.5,737.85,674.54,893.13,664.68,563.96,747.03,561.06,739.95,613.84,838.65,672.65,749.34,714.18,669.54,699.02,658.43,730.56,725.38,651.38,730.15,780.14,652.22,634.31,675.61,638.51,606.22,800.38,669.35,752.11,659.21,566.68,622.59,747.16,711.73,607.77,748.83,793.86,608.82,652.02,754.36,850.7,690.95,679.76,830.73,768.46,771.76,613.38,767.52,832.1,771.67,727.88,823.47
FJI,Fiji,2330.63,2490.65,2275.47,2230.85,2872.8,2851.72,2927.23,2334.03,2034.23,2340.52,2559.75,2195.48,2176.52,2776.49,2325.21,2033.48,1806.88,2122.51,2096.37,1863.34,2395.72,2253.64,2611.05,2350.79,2757.91,2952.32,2345.52,2336.77,2102.68,2165.93,2180.3,2208.47,2716.95,1848.03,2216.92,2040.24,2284.46,1314.2,2315.02,2152.57,2218.18,2043.77,1838.76,1730.65,1720.24,1667.91,2161.13,2443.59,1389.39,2840.99,2620.61,2015.28,2217.08,1864.74,2000.09,2149.55,1930.13,2690.25,2475.61,2550.57,2193.03,2572.31,3198.86,2341.99,1843.88,1790.04,2439.65,2367.51,2536.21,2784.73,2733.96,2810.24,2888.02,2305.13
FRA,France,852.2,1005.87,948.34,628.54,857.71,815.19,815.3,829.82,1072.62,842.52,1066,819.67,822.49,930.29,793.47,1155.92,1082.04,901.7,1047,1020.29,1018.43,968.1,1055.6,881.82,1059.7,912.15,882.58,1096.55,984.47,1121.47,1005.28,1176.13,1050.89,996.7,1058.28,831.93,1040.48,1008.57,1026.01,742.06,866.16,784.3,962.65,977.55,1082.87,982.79,963.56,872.54,896.54,1106.97,1062.89,1030.69,1028.71,832.75,869.57,784.5,934.01,928.99,1040.95,896.6,956.45,787.09,968.35,1057.05,1033.13,799.73,969.76,853.79,1028.51,988,928.4,1010.61,847.36,1008.01
FRO,Faroe Islands (Den.),1109.13,1133.01,1002.47,1173.68,1143.49,895.61,1001.56,1136.79,1066.73,1161.29,988.75,1064.92,1174.7,954.72,1090.47,975.41,1060.92,1265.74,944.35,1083.2,1100.33,1190.69,1129.19,1155.89,1126.55,960.45,1084.39,1015.2,1039.92,1219.78,1035.57,1207.58,1255.32,1173,1090.76,948.41,1162.28,1029.56,1127.66,1103.55,1184.71,1103.99,1232.52,1126.76,1105.81,1124.67,1044.44,1147.77,1226.54,1145.55,1089.46,949.12,978.48,1039.8,1133.65,1171.38,1225.89,1237.85,1214.46,1164.55,882.28,1212.11,1050.42,1117.52,1178.67,1401.32,1059.44,1120.67,1056.31,1012.37,1096.42,983.85,1326.91,1041.52
FSM,Federated States of Micronesia,2733.74,3029.13,3221.9,3470.69,3579.79,3908.73,3425.26,3003.54,2986.16,3160.75,3037.99,3423.55,3455.78,3520.49,2905.96,3168.85,2639.64,3049.81,2527.09,2707.69,2314.09,2798.43,3312.79,3165.3,3389.6,3026.18,3824.58,3010.01,2795.93,3356.84,4308.04,3255.88,3323.77,2357.69,2818.94,3373.97,3430.56,3112.94,2765.28,3343.73,3095.14,3456.05,2258.15,4062.94,3329.99,3109.75,3597.69,3133.13,2129.75,3483.44,3805.66,3536.61,3829.49,3681.52,3622.57,3635.94,3321.46,3367.15,3540.47,3376.28,3071.48,4171.1,3536.73,3071.54,3547.43,3400.7,2647.18,3602.74,3604.38,3441.12,3557.22,3863.73,4356.82,4450.54
GAB,Gabon,1812.24,2188.41,2229.41,1947.97,1880.32,1657.4,1720.99,1482.44,1450.6,1839.41,2251.9,2356.6,1906.7,2058.33,1712.77,1820.15,2054.77,2560.09,1980.04,1775.47,2105.4,1978.25,1950.03,2289.27,2241.81,2173.07,2122.53,2203.02,1825.25,2120.26,2211.28,2056.63,2070.94,1795.67,2329.16,2144.12,2076.65,2094.8,2427.41,2110.26,2126.71,1969.89,1872.01,2084.09,2212.43,2217.4,2166.95,2118.41,2074.55,2350.51,2074.92,1879.65,2053,2090.42,1974.72,1745.07,1963.63,2088.37,2070.78,2008.51,1815.33,1934.57,2063.63,1852.99,1973.1,1827.87,2013.34,2104.83,2107.62,2300.09,2210.07,2150.67,1996.92,2099.05
GBR,United Kingdom,984.29,1018.65,890.69,850.68,1081.96,735.47,859.82,895.76,956.45,816.26,991.4,872.96,860.12,856.51,812.61,984.33,985.86,1027.93,1011.06,897.86,1012.06,897.34,962.26,837.72,1080.37,862.88,888.14,997.97,984.94,1076.87,1087.3,1084.95,1105.55,1008.62,978.28,1048.47,1120.12,1008.7,1060.97,958.92,1042.98,913.32,1086.91,1035.7,1076.51,921.25,875.4,950.38,1168.2,1125.19,1217.78,976.83,1133.5,845.18,1072.09,967.06,1051.73,1072.45,1157.95,1078.21,874.6,1024.9,1222.37,975.31,1175.59,1134.1,996.19,1022.85,972.49,1142.66,1178.74,1061.31,1030.79,1176.58
GEO,Georgia,1243.01,1400,1120.04,1479.19,1094.29,1251.48,1309.31,1057.22,1340.72,1321.01,1278.62,1282.11,1191.46,1654.95,1318.2,1346.25,1154.33,1529.25,1303.21,1135.64,1435.96,1247.2,1363.96,1314.93,1067.41,1288.93,1257.08,1281.84,1486.01,1311.72,1315.84,1404.87,1374.27,1480.4,1147,1271.04,1208.85,1623.4,1599.53,1470.04,1297.72,1252.01,1401.91,1242.21,1263.63,1340.29,1275.37,1370.22,1137.86,1323.46,1059.21,1282.76,1368.99,1252.09,1302.38,1499.61,1403.61,1365.46,1228.32,1329.43,1325.4,1329.69,1223.37,1316.02,1276.74,1222.65,1490.91,1288.46,1279.94,1052.7,1084.68,1320.15,1215.8,1482.16
