code,name,1950-07,1951-07,1952-07,1953-07,1954-07,1955-07,1956-07,1957-07,1958-07,1959-07,1960-07,1961-07,1962-07,1963-07,1964-07,1965-07,1966-07,1967-07,1968-07,1969-07,1970-07,1971-07,1972-07,1973-07,1974-07,1975-07,1976-07,1977-07,1978-07,1979-07,1980-07,1981-07,1982-07,1983-07,1984-07,1985-07,1986-07,1987-07,1988-07,1989-07,1990-07,1991-07,1992-07,1993-07,1994-07,1995-07,1996-07,1997-07,1998-07,1999-07,2000-07,2001-07,2002-07,2003-07,2004-07,2005-07,2006-07,2007-07,2008-07,2009-07,2010-07,2011-07,2012-07,2013-07,2014-07,2015-07,2016-07,2017-07,2018-07,2019-07,2020-07,2021-07,2022-07,2023-07
NIU,Niue (N.Z.),1561.88,2204.53,2257.94,1828.2,2371.81,2621.22,1785.71,1597.52,1768.19,2225.75,1982.33,1514.33,2138.3,1873.29,2559.75,1608.22,1594.23,1496.87,1578.55,1516.83,1936.67,1471.98,1665.2,2743.26,1952.72,1906.18,1562.34,1288.15,1756.07,1885.3,1594.72,1530.48,1540.19,825.17,1716.79,1450.58,1462.41,1371.13,2209.81,2117.17,1390.5,1769.3,1424.41,1797.19,1725.6,1557.5,2042.78,1465.21,1197.44,2021.81,1927.19,1942.1,1512.76,1968.25,2092.15,2220.43,2510.86,2514.56,2326.59,2014.12,1842.63,1848.44,1748.76,1826.52,1513.35,1368.06,1841.82,1955.3,1967.06,2030.97,2295.78,1932.83,1945.09,2446.32
NLD,Netherlands,866.43,800.53,768.79,631.13,880.43,634.04,724.25,766.2,845.9,518.56,837.24,936.04,769.75,706.56,681.04,939.5,1001.39,851.73,919.23,769.75,871,698.3,783.78,764.28,986.03,759.81,579.41,870.61,747.06,907.73,865.03,937.61,772.71,841,955.44,882.68,852.01,912.22,957.45,721.73,794.58,691.63,846.81,970.03,925.88,783.72,651.68,729.82,1131.3,899.51,972.84,1002.6,977.61,673.12,896.23,807.92,835.35,975.88,890.44,819.88,843.3,824.56,984.66,801.57,886.43,875.38,803.95,910.93,677.18,865.46,849.06,1006.47,824.94,1128
NOR,Norway,1152.3,1179.73,1069.33,1358.2,1176.66,1035.48,1069.15,1309.76,1087.63,1148.81,993.88,1315.14,1186.71,1161.82,1390.07,1094.95,1148.9,1437.56,1115.91,1062.73,1073.15,1424.18,1236.87,1436.04,1167.9,1457.8,1061.33,1111.96,1163.45,1237.82,1106.11,1168.21,1326.65,1552.79,1134.15,1261.15,1244.77,1202.11,1307.47,1478.97,1494.65,1242.91,1398.79,1206.56,1235.4,1317.56,1029.12,1309.16,1309.27,1338.87,1412.22,1251.96,1122.51,1259.78,1338.8,1396.99,1312.33,1418.88,1296.07,1240.33,1097.38,1570.35,1349.87,1346.51,1296.13,1557.51,1258.86,1456.21,1231.25,1356.85,1580.61,1249.89,1408.63,1367.22
NPL,Nepal,2838.03,2240.89,2529.73,2439.71,2413.55,2167.73,2230.25,2034.47,2316.02,2172.11,1980.34,2268.78,2399.83,2387.66,2101.51,1862.3,2060.59,2015.54,2143.61,1818.46,2103.79,2320.56,1968.77,2562.34,1914.82,2119.96,1876.43,1777.68,1975.62,1762.3,1816.5,2000.83,1706.25,1791.81,2051.93,1971.74,1865.51,1956.19,2109.28,1954.31,2221.05,1760.99,1573.52,2057.83,1775.78,2107.32,2075.27,1950.29,2256.06,2009.83,2139.64,1850.7,2038.11,2163.77,1896.43,1787.02,1739.4,2403.95,2133.82,1825.23,2138.95,2212.61,1959.76,2223.22,1934.23,1828.32,2142.34,2066.7,2125.47,2197.49,2476.64,2568.24,2102.09,1815.62
NRU,Nauru,1624.15,2035.36,2256.68,3056.73,1278.29,1176.1,1199.66,2696.6,2584.22,2346.16,1870.72,1995.82,1350.7,1803.11,1152.46,2379.42,3334.86,2851.54,2159.14,3031.83,1690.19,1068.84,3080.87,1246.34,1064.96,898.72,1904.6,3243.08,1992.38,2803.69,2398.28,1934.09,2863.92,1350.24,709.03,1335.73,2953.16,3227.06,1181.75,831.62,2738.76,2892.65,3059.14,3186.97,2413.19,1295.75,550.73,3098.73,545.67,421.53,630.35,1899.76,3657.59,2333.24,2984.84,2215.31,2084.13,1419.74,553.06,2540.54,1764.88,984.88,2128.55,1160.9,2977.46,3701.41,1779.89,1282.57,1904.49,3795.88,1184.32,867.76,397.93,3008.14
NZL,New Zealand,1353.26,1387.53,1488.86,1608.27,1529.07,1708.23,1781.37,1637.19,1653.38,1412.82,1583.06,1387.8,1651.5,1372.47,1668.82,1544.56,1517.43,1632.42,1733.88,1419.78,1565.8,1482.35,1586.39,1485.95,1504.43,1761.84,1514.29,1498.38,1504.07,1779.87,1740.85,1559.21,1544.57,1712.02,1622.41,1514.42,1617.38,1639.56,1775.19,1583.36,1582.3,1578.52,1509.39,1474.48,1646.95,1797.49,1659.5,1522.62,1725.22,1469.07,1591.35,1479.05,1571.52,1474.47,1770.83,1348.47,1650.23,1395.42,1519.6,1503.54,1672.27,1632.88,1554.47,1561.62,1543.71,1480.18,1700.82,1573.58,1740.94,1633.46,1445.3,1685.04,1729.69,1639.09
OMN,Oman,32.06,100.02,31.17,68.25,21.92,33.77,25.24,50.26,23.45,94.65,42.01,54.69,13.84,82.77,29.76,38.16,50.59,134.34,34.87,13.53,21.49,34.42,129.22,20.49,13.75,20.43,32.17,80.46,43.86,37.32,12.69,20.06,99.22,177.69,7.34,15.42,35.54,39.18,54.04,67.89,49.55,20.42,103.34,18.14,21.79,115.82,85.21,142.38,37.29,28.22,11.94,7.93,36.14,35.72,31.99,32.41,48.13,79.8,22.48,29.28,47.75,80.91,22.95,44.38,25.6,28.25,37.94,23.04,76.75,48.65,97.19,28.4,78.52,40.01
PAK,Pakistan,400.57,368.53,394.85,670.64,369.84,442.15,589.87,386.35,370.07,619.25,369.65,502.13,371.77,299.19,434.09,315.92,349.28,514.97,333.42,341.78,366.31,322.08,401.07,460.87,284.6,478.81,520.61,429.81,464.66,442.95,427.04,455.76,499.04,512.31,423.12,406.36,449.98,366.6,441.22,409.17,464.31,402.58,573.65,377.3,595.11,499.03,427.64,510.79,418.05,366.8,264.12,342.05,280.62,438.24,322.07,427.64,486.43,459.31,437.63,348.87,480.79,482.62,402.74,440.7,367.48,485.65,357.37,393.87,285.44,496.87,491.95,280.59,556.51,383.61
PAN,Panama,4016.6,3428.98,3120.53,3391.87,3515.05,4191.76,4120.06,2686.83,3405.15,2344.5,2511.36,2314.02,2916.59,3083.19,2757.09,3038.33,3238.9,3119.77,3007.66,3388.29,4270.97,3784.03,3062.41,4232.32,3394.13,3758.16,3109.69,2838.85,3430.95,3363.57,2862.75,3626.21,2774.56,2888.67,3238.68,2881.9,2679.15,3182.98,3407.16,2881.99,2966.84,2858.22,2707.69,2934.56,2970.91,3453.57,3289.79,2517.32,3299.97,3815.4,3154.19,2960.46,2789.64,3268.68,3104.77,3379.94,3172.49,3626.4,3482.59,3136.45,4036.68,3677.27,3094.98,2914.03,3001.8,2894.77,3176.36,3075.6,2977.91,2591.36,3127.39,3261.28,3497.29,2789.19
PCN,Pitcairn Islands (U.K.),1347.93,1415.77,1433.57,1411.83,1194.74,1157.5,976.25,1212.43,1574.25,1346.9,1226.62,1194.75,1363.3,1399.49,1223.19,1784.36,1600.44,1004.22,1606.1,1320.86,935.81,1163.27,1484.15,1631.28,975.55,1118.24,1261.26,1808.98,1537.65,1112.86,1477.98,1421.93,1735.98,1545.76,1689.45,1473.55,1535.14,1232.41,960.89,1054.5,1459.39,1403.52,1655.52,1566.26,1688.43,1332.29,1133.74,1358,844.03,1091.83,1231.84,1465.91,1860.18,1529.45,1417.38,1692.15,1016.33,1482.88,1116.89,1454.7,829.49,779.96,2068.28,1751.17,1158.2,1292.34,1660.47,1546.59,1258.46,1936.96,1019.04,1185.07,1260.44,1189.42
PER,Peru,2244.04,2253.19,2160.48,2214.91,2129.67,2071.29,2303.57,2003,2184.76,2013.23,1838.75,1944.24,1759.34,1809.18,1780.44,1877.77,1905.43,2084.98,2083.15,1995.86,2031.27,2297.21,2013.92,2275.14,2065.03,2250.64,2007.43,2109.06,2148.83,1891.59,1939.25,2271.84,2323.85,2168.32,2377,2222.01,2391.04,2245.67,2204.5,2295.23,2253.44,2137.34,2121.68,2391.19,2468.89,2050.68,2139.72,2124.08,2237.18,2130.67,2173.29,2081.55,2101.64,2036.32,1991.61,1905.1,2031.29,2064.91,2120.34,2287.15,1938.33,2144.81,2272.07,2206.8,2263.51,2261.11,2059.8,2355.38,2204.6,2362.1,2011.89,2220.89,2002.03,2094.42
PHL,Philippines,2204.57,2200.84,2447.15,2085.73,2625.7,2649.27,3226.04,2282.27,2194.66,1949.16,2206.62,2046.42,2146.08,1932.19,2526.86,2035.99,1941.91,1806,1665.79,1960.46,2406.88,2558.76,2302.98,2288.89,2655.69,2603.47,2691.82,2537.82,2765.17,2443.66,2667.55,2543.57,2409.35,2125.79,2799.45,2648.43,2615.52,2126.12,2711.41,2559.62,2371.33,2058.97,2007.99,2434.28,2287.58,2816.69,2743.8,2080.78,2308.14,3192.94,3136.73,2723.22,2221.57,2401.79,2280.98,2547.24,2647.49,2636.82,3101.57,2981.16,2550.88,3413.21,2915.85,3045.08,2959.39,2336.91,2758.21,3327.31,2632.37,2310.21,2884.33,3109.17,3266.34,3003.42
PLW,Palau,2577.76,3507.29,3634.34,3124.06,3359.92,3063.24,3419.6,3309.17,2616.06,2924.96,3193.9,3215.66,2876.04,2805.64,2731.35,2256.75,1912.17,2110.08,2400.64,2118.23,2262.24,2777.95,2421.99,2908.91,3456.18,3085.92,2733.4,2945.69,3269.82,2327.55,3388.28,2575.11,2193.44,2298.16,2939.6,3161.08,2558.09,2357.31,3036.25,2617.75,2681.12,2620.46,2403.13,2873.54,2830.43,3230.27,2996.64,2297.43,2253.75,4030.87,3787.91,3648.99,2622.75,3138.16,2876.64,3570.37,3148.74,3034.87,3439.56,3439.05,2819.4,4089.98,3598.56,3321.38,3658.97,2180.17,3059.12,3705.56,3214.91,3013.84,3486.17,3869.12,4284.97,4037.71
PNG,Papua New Guinea,4010.06,3640.61,3928.75,3768.05,3676.55,3339.15,3618.32,3658.02,3646.58,3533.45,3709.7,3667.95,3747.36,3161.74,3418.65,3368.22,3839.43,4143.99,3603.94,3990.9,3990.02,3830.47,3231.84,3788.97,3396.79,4045.98,3640.79,4071.05,3895.22,3585.74,3630.81,3796.67,3130.64,3787.59,3726.5,3942.86,3500.06,3425.89,3807.51,3783.34,3852.42,3577.47,3486.6,3379.06,3616.99,4113.34,3810.07,2780.06,4022.63,3685.53,3870.49,3827.5,3334.02,3790.86,3525.05,3992.3,4039.74,4081.22,4027.79,4033.22,4002.31,4309.59,4334.2,4504.31,4346.79,3531.09,4614.97,4727.96,4158.61,4300.82,4626.48,4317.97,3598.73,3983.67
POL,Poland,614.25,550.89,733.46,532.57,676.29,701.53,740.34,680.28,711.99,559.79,767.01,664.21,769.3,664.8,666.19,748.25,861.32,818.57,757.74,605.58,912.97,714.38,812.01,739.61,903.94,682.59,695.54,842.05,797.44,736.07,887.51,890.49,582.19,720.85,725,861.76,743.74,795.22,786.98,663.48,719.47,680.17,671.11,726.59,752.66,737.19,712.91,775.01,829.53,767.23,759.46,861.87,765.98,592.73,728.83,685.22,685.93,809.72,741.84,773.35,946.26,673.65,737.63,756.64,743,604.9,802.01,916.69,628.66,675.04,774.11,814.89,739.79,849.03
PRI,Puerto Rico (U.S.),1101.88,1143.3,1007.31,954.75,1160.63,1114.66,975.59,845.75,1198.31,1017.89,1142.41,1122.92,900.32,1146.41,848.77,908.19,839.52,720.96,761.8,1080.6,1272.93,871.29,998.13,1009.33,1176.11,957.31,830.79,1002.66,1088.64,1644.54,1031.72,1421.68,998.99,1163.54,1103.54,1081.2,1210.61,1402.63,1149.04,972.15,1037.1,874.35,1190.09,1113.74,823.84,889.26,1263.66,846.44,1433.8,1299.68,864.71,930.46,867.4,1169.26,1123.24,1550.17,1137.5,1190.76,1271.33,1016.23,1413.18,1493.12,1122.23,1215.25,915.67,829.75,1354.41,1475.48,972.05,935.26,1111.48,902.53,1288.65,1048.12
PRK,D. P. R. of Korea,941.69,917.42,1037.61,1118.77,1324.25,1146.08,1291.92,1147.72,909.86,1151.7,1261.9,1123.3,1503.79,1362.35,1596.67,1122.51,1516.07,1185.67,1151.27,1229.7,1127.53,1331.29,1567.35,1186.1,1149.84,1149.44,1127.29,870.63,1217.2,1326.76,939.47,1145.19,1057.63,1132.78,1267.99,1244.09,1343.5,1352.14,952.97,1227.85,1683.42,1023.31,1149.32,972.39,1126.65,1275.64,1125.16,942.43,1240.54,981.36,1063.37,1041.29,1038.85,1073.07,1141.25,1126.01,1029.84,1427.71,991.43,1089.96,1425.15,1199.38,1309.45,1215.79,704.17,953.47,1141.52,855.89,1125.11,838.98,1473.73,1136.37,1380.71,1252.57
PRT,Portugal,674.57,883.66,802.8,584.1,620.95,949.3,853.49,649.21,925.37,986.23,1194.39,854.72,724.01,1218.34,717.77,951.01,1092.2,632.32,868.07,1038.04,774.39,788.99,1063.75,715.18,728.86,680.31,771.9,1001.83,946.31,1029.48,600.35,721.46,612.23,796.2,823.7,925.84,683.4,931.15,785.55,988.22,646.57,625,571.16,805.07,714.31,821.75,1034.79,1052.37,646.12,739.73,964.65,962.82,930.25,882.64,583.58,567.35,922.74,569.49,692.41,825.3,1046.27,749.17,641.12,877.87,1007.71,568.58,880.22,514.85,885.56,699.14,709.54,727.82,795.14,713.54
PRY,Paraguay,1853.87,1730.72,1356.16,1781.13,1607.43,1568.63,1543.15,1513.91,1506.97,1604.08,1218.98,1204.42,1191.35,1198.73,1128.14,1508.69,1257.91,1560.57,1399.35,1333.31,1437.15,1588.78,1393,1490.48,1414.51,1160.27,1234.82,1316.79,1080.83,1540.19,1627.51,1395.58,1625.26,1831.65,1589.61,1387.18,1640.9,1730.95,1323.37,1631.42,1718.99,1436,1832.52,1366.63,1522.45,1409.14,1691.72,1653.88,1775.3,1284.37,1484.96,1385.2,1220.91,1307.04,1177.27,1262.81,1282.35,1272.38,1294.7,1287.43,1250.59,1267.52,1222.94,1213.97,1529.54,1674.46,1355.11,1453.94,1361.98,1283.74,942.25,1005.87,1045.73,1142.46
PSE,West Bank and Gaza,299.34,389.45,308.22,584.35,369.65,280.83,344.8,465.67,182.05,274.65,248.25,360.31,206.73,341.76,356.33,331.44,330.67,454.24,361.15,429.4,334.4,560.39,414.97,272.82,432.13,313.03,250.12,340.78,253.56,354.08,418.1,283.28,348.16,382,340.45,289.99,385.13,374.63,453.82,259.3,289.07,465.42,503.43,260.35,488.56,224.07,347.06,415.29,308.62,179.58,332.14,270.85,428.27,392.54,316.13,301.57,300.34,301.48,258.21,307.76,252.9,368.93,389.08,323.01,275.98,368.26,308.67,201.81,483.15,395.98,428.92,249.1,268.74,358.23
PYF,French Polynesia (Fr.),1157.64,1087.98,1490.77,1326.14,1047.95,854.19,920.65,1097.99,1712.88,1234.32,1355.65,1467.5,1379.58,1248.5,1255.57,1459.86,1561.2,1844.37,2092.78,1849.75,1896.41,1596.52,1204.27,1324.45,1440.43,1072.8,977.92,1432.49,1201.95,1403.89,1559.45,1555.01,1396.72,1796.94,1567.75,1410.27,1306.24,1373.25,1283.42,1259.27,1274.96,1211.59,1441.27,1289.96,1358.34,1405.45,1258.7,1307.98,2064.11,1165.84,1391.17,1646.67,1190.22,1317.71,1544.67,1398.42,1524.12,1714.79,1135.81,1385.35,1607.81,957.14,1537.84,1516.92,1613.39,1227.97,1824.94,1659.23,1505.83,1588.25,1341.15,1120.89,1430.76,1597.93
QAT,Qatar,26.19,46.37,47.44,125.42,39.33,82.84,21.13,59.44,57.88,86.68,28.33,38.14,30.05,39.61,157.96,36.37,34.55,26,41.24,95.33,21.13,24.4,120.29,16.23,56.89,37.5,103.58,65.88,19.81,119.53,29.73,21.92,166.32,63.5,36.43,26.64,56.28,61.48,75.87,72.35,48.3,57.24,167.8,62.1,18.06,177.22,84.43,147.04,62.18,36.4,53.05,9.27,42.65,51.59,47.14,44.41,114.48,25.13,38.27,68.63,21.12,57.76,34.88,76.48,50.36,66.08,63.04,97.46,52.08,106.38,37.24,10.53,27.81,77.87
REU,REU,1724.09,1423.77,2152.95,1955.94,1588.46,1388.22,1636.4,1368.2,1548.72,2243.2,1749.55,1671.83,1623.45,1523.62,2077.05,2027.08,1491.95,1786.09,1597.95,1917.31,1850.99,1544.47,1983.23,1785.22,1619.84,1425.34,1403.27,2128.47,1180.71,1519.42,2366.83,1829.58,2010.61,1270.06,1260.07,2035.4,1829.23,2384.67,1367.18,1967.79,1392.13,1335.87,1105.99,1978.71,1399.85,2152.21,1318.24,1355.28,1365.92,1162.55,1428.69,1408.57,1919.67,1565.06,1593.51,1534.38,1933.62,1719.59,1734.27,1761.18,1496.43,1393.54,1431.16,1724.97,1631.58,2155.34,1459.39,1407.66,2323.78,1229.44,1573.72,1499.42,1840.72,1766.37
ROU,Romania,519.18,641.26,678.82,633.37,771.45,914.73,739.02,759.68,662.85,766.72,787.57,660.64,739.43,729.7,848.77,804.51,957.91,808.87,807.12,955.47,1005.56,885,1022.67,797.98,904.61,864.54,844.28,800.52,896.79,944.39,992.47,943.86,773.83,724.26,883.11,809.49,705.5,801.99,892.11,796.91,682.8,919.6,703.06,775.73,712.18,901.94,871.77,914.23,867.61,929.37,607.4,854.16,812.34,669.01,850.69,1050.56,825.5,803.3,753.91,750.63,973.45,586.97,726.2,801.33,911.44,731.26,901.66,759.09,799.85,700.5,767.04,821.43,660.33,789.4
RUS,Russian Federation,567.15,540.03,544.76,525.76,524.13,554.33,556.23,566.83,543.22,532.93,538.27,584.87,592.95,585.19,559.15,588.37,591.12,577.98,591.85,563.98,605.07,617.25,604.91,613.64,561.66,593.72,553.69,608.58,618.86,592.19,578.05,588.83,605.27,606.66,583.35,589.67,575.06,573.26,604.5,614.22,635.2,567.01,570.13,575.63,597.51,615.9,577.04,608.72,598.49,561.4,574.49,585.1,580.86,561.62,597.43,567.86,597.49,613.43,608.39,569.32,565.48,562.01,573.02,599.91,572.67,589.67,569.81,604.31,566.08,596.79,588.79,587.52,598.08,583.15
RWA,Rwanda,1662.76,2091.12,1810.7,2475.12,1595.3,1741.59,1742.46,2070.6,1670.14,1942.46,1696.18,2000.93,2231.94,2055.85,1775.32,1717.9,1753.04,1858.27,2039.47,1612.51,1864.4,1887.38,2211.86,1642.18,1779.55,2011.71,1827.3,1940.42,1900.94,1672.34,1622.95,1824.83,1714.19,1552.69,1575.61,1922.28,1908.05,1951.3,1817.71,1750.58,1749.48,1756.76,1568.18,1340.93,1610.96,1493.86,1466.64,1687.82,1477.68,1270.98,1178.97,1552.39,1463.48,1179.23,1314.87,1326,1679.46,1382.97,1289.77,1484.88,1476.2,1679.65,1632.51,1528.94,1331.65,1505.2,1254.66,1275.71,1721.71,1553.88,1758.21,1397.65,1597.44,1691.97
SAU,Saudi Arabia,109.27,61.36,87.39,92.61,54.59,58.84,49.27,75.72,47.21,60.84,51.55,80.06,39.41,91.88,88.61,87.23,50.99,83.29,80.67,61.59,39.42,65.77,113.72,40.21,89.23,96.19,65.66,73.96,44.76,58.86,47.84,44.04,104.64,82.99,56.76,75.04,81.69,58.08,64.72,62.12,40.24,59.08,91.53,87.02,51.25,108.29,88.91,112.79,72.44,53.43,51.68,51.3,66.05,57.31,69.54,67.5,71.26,39.52,51.06,49.81,40.48,46.89,38.78,76.5,47.67,61.51,64.11,48.31,89.58,68.17,50.63,35.24,51.67,90.92
SDN,Sudan,677.51,256.7,371.83,421.23,278.99,243.42,267.55,242.07,213.19,228.81,198.91,237.8,235.15,331.4,412.56,220.07,249.66,134.76,187.72,223.31,246.68,242.16,265.35,237.16,330.95,265.74,237.35,269.35,283.99,328.12,276.62,249.2,220.61,184.44,182.1,291.39,230.28,236.09,284.78,216.43,168.88,231.69,218.74,211.83,269.15,235.36,281.44,255.63,258.39,262.94,191.44,227.71,179.12,224.39,177.22,226.24,209.86,227.28,175.34,150.07,195.97,163.4,182.5,183.78,215.67,134.82,168.1,152.97,191.17,250.96,188.75,132.51,151.16,98.91
SEN,Senegal,679.4,897.28,684.64,641.01,750.23,842.66,706.49,752.76,721.5,527.12,541.64,682.37,618.69,680.23,636.85,629.36,641.37,778.49,526.7,844.26,564.35,612.12,541.06,505.68,551.1,623.43,577.07,452.58,634.14,617.53,543.34,535.06,479.24,387.3,468.72,598.95,542.08,534.26,619.56,649.64,467.7,529.2,458,512.88,634.46,585.21,530.13,459.53,397.82,586.99,540.43,479.6,384.36,571.38,374.5,434.24,381.52,453.61,575.09,534.38,597.68,419.75,572.34,502.78,368.28,535.78,491.61,442.62,496.28,450.45,682.97,459.04,552.17,413.57
SGP,Singapore,2067.58,1306.67,1942.51,2215.51,2880.67,2413.65,2386.49,2361.58,2306.6,2053.54,1985.73,1456.82,1886.97,1431.57,2582.13,2045.87,2758.43,2089.22,2003.35,2445.38,2084.49,1849.06,1615.68,1939.73,1686,1871.79,1715.01,1626.11,1772.17,2074.17,2047.43,1891.89,1837.28,1989.93,3157.54,2427.79,2815.02,2814.3,2824.04,2526.61,2196.3,2926.07,2639.22,2727.02,2231.63,3049.28,2543.08,1940.2,2651.46,2462.31,2478.13,2715.8,2134.35,2381.66,2204.14,2103.09,2518.28,3011.22,2661.63,2127.3,2539.21,2604.86,2587.93,2593.41,2358.41,2051.77,2556.64,2785.62,2657.21,2201.73,2784.45,2762.34,2719.8,2921.56
SHN,"Saint Helena, Ascension and Tristan da Cunha (U.K.)",721.93,646.24,602.75,692.18,671.99,651.66,645.12,587.3,536.79,644.84,677.9,720.62,667.55,784.55,576.97,620.42,681.17,758.29,632.34,723.76,711.82,637.42,724.54,746.19,696.22,629.53,603.05,645.23,665.41,695.5,660.72,657.63,754.76,741.42,753.02,821.85,772.3,708.76,695.75,703.58,708.65,674.8,757.78,670.54,690.76,724.1,752.8,738.94,669.94,660.96,783.93,736.76,763.07,612.39,687.95,687.96,659.89,727.02,845.47,690.75,665.44,670.84,705.62,644.03,695.37,676.62,691.07,664.17,688.97,735.47,730.46,603.76,667.31,760.71
SJM,Svalbard and Jan Mayen (Nor.),494.46,467.65,508.53,616.65,492.07,397.62,556.95,549.43,486.94,585.62,552.96,566.27,516.38,389.8,632.68,475.07,501.01,578.03,406.14,516.22,520.98,504.89,701.22,511.32,554.2,552.27,642.49,480.92,463.38,526.85,520.93,557.71,474.17,546.65,628.33,494.05,542.15,510.32,402.81,521.9,599.94,576.29,551.26,580.45,569.6,543.19,617.84,520.86,434.47,604.85,589.5,509.3,473.38,442.7,624.04,647.5,672.9,651.43,573.76,624.14,488.85,641.23,675.68,585.59,553.95,713.63,706.64,578.02,705.99,510.72,628.23,584.9,621.5,664.43
SLB,Solomon Islands,3557.52,4156.32,3967.59,3841.35,3146.71,3390.8,3311.57,3083.96,3587.14,4458.92,3662.73,3974.93,3803.9,3747.77,3336.77,3661.78,3312.02,3893.36,3697.18,4156.37,3845.32,3463.08,3495.43,3146.46,3120.86,3531.44,3900.02,3965.23,2984.95,3678.87,3464.43,3090.69,3319.29,3456.7,3465.67,3585.24,3275.66,2939.68,3686.05,3223.91,3506.66,3420.39,3013.52,3054.06,3405.56,3611.4,3614.28,2565.78,3842.42,3636.97,3711.61,3803.6,3961.98,3513.68,4244.78,3726.31,4437.99,3878.03,3742.41,3984.6,3753.79,3443.91,4218.72,4522.57,4221.27,4099.1,4337.94,4359.34,4502.92,4221.67,4355.27,4446.15,3524.33,4759.47
SLE,Sierra Leone,2557.4,2992.05,3097.15,2737.27,2921.73,2748,2640.79,3265.47,2450.71,2429.26,2484.06,2625.75,2467.35,2732.5,2323.37,2339.37,2536.16,2846.51,3025.18,3109.32,2736.54,2812.34,2954.23,2486.27,2411.64,2502.33,2654.26,2570.04,2722.14,2854.73,3175.83,2881.06,2488.4,2341.56,2445.61,2532.08,2420.52,2486.37,2618.49,2743.43,2526.46,2237.52,2605.06,2667.02,2490.58,2563.66,2559.94,2342.12,2328.96,2356.29,2583.48,2412.72,2527.39,2680.56,2542.77,2635.19,2382.33,2631.79,2439.4,2263.23,2535.76,2349.19,2699.01,2262.01,2455.33,2275.03,2706.87,2609.63,2689.24,2990.17,2626.4,2642.24,2596.71,2547.3
SLV,El Salvador,2041.64,1420.24,1597.17,1651.03,1780.83,1732.04,1429.61,1560.09,1707.44,1304.19,1726.45,1386.82,1451.3,1499.76,1231.81,1308.05,1566.55,1039.42,1704.15,2292.01,1658.63,1541.93,1250.67,1846.38,1253.44,1655.4,1272.87,1257.21,1570.55,1753.2,1414.16,1619.59,1496.44,1276.9,1548.32,1387.34,1101.66,1177.03,1697.5,1525.06,1344.9,1202.72,1404.12,1704.48,1129.64,2168.71,1865.22,1315.71,1925.24,1944.64,1338.53,1156.13,1326.12,1465.75,1439.73,2063.81,1561.04,1681.66,2089.17,1291.78,2316.36,1882.76,1263.81,1393.21,1375.96,1300.7,1273.35,1671.48,1444.88,1433.52,1983.3,1512.91,1955.49,1342.95
SMR,San Marino,630.56,862.1,715.16,915.44,778.62,986.06,742.5,944.61,881,800.6,931.12,840.94,883.08,1087.34,1086.32,802.54,988.23,792.2,970.11,1031.88,767.77,815.78,1398.75,1008.01,845.57,845.85,1110.78,778.57,996.65,929.31,1165.12,890.69,881.55,589.6,900.63,785.9,754.39,783.84,668.58,751.9,738.47,830.26,627.75,593.86,765.14,882.74,929.12,817.66,659.88,1040.37,582.91,789.48,1067.37,623.32,927.28,1077.84,676.75,642.6,776.11,843.32,1157.08,648.23,876.41,1085.28,1117.59,903.04,960.57,754.18,987.2,984.79,628.12,726.08,684.55,878.4
SOM,Somalia,466.95,751.94,456.49,663.73,325.8,217.69,232.49,420.76,224.05,239.12,407.56,401.2,282.01,430.24,256.74,317.42,308.69,423.81,393.04,202.01,236.38,220.1,364.06,203,191.34,225.03,311.32,488.28,328.21,378.85,234.86,358.02,413.04,281.5,263.68,323.96,292.54,300.47,301.91,326.82,311.76,268.32,239.02,265.95,397.05,297.38,235.43,649.45,236.88,231.09,255.09,254.96,326.49,277.46,344.41,240.68,387.94,250.6,228.24,243.38,232.04,304.29,278.14,381.94,234.51,364.49,203.43,226.52,337.06,393.76,309.73,162.72,143.66,430.58
SPM,Saint-Pierre-et-Miquelon (Fr.),1213.81,1656.16,1492.45,1481.14,1614.06,1450.77,1595.48,1357.01,1431.44,1337.2,1180.01,1107.86,1615.38,1468.26,1551.84,1267.52,1192.46,1409.11,1496.04,1574.34,1565.89,1430.53,1357.92,1611.48,1597.79,1601.54,1541.77,1454.81,1449.6,1380.38,1614.22,1660.77,1563.68,1553.9,1528.75,1414.5,1527.07,1417.83,1760.3,1316.94,1534.74,1548.84,1527.19,1747.95,1727.85,1419.61,1465.89,1666.64,1560.96,1457.37,1676.21,1224.4,1538.84,1574.32,1688.98,1538.89,1594.2,1434.44,1681.76,1542.89,1450.47,1739.66,1472.22,1595.26,1609.81,1426.66,1650.07,1503.51,1883.67,1547.68,1706.83,1413.35,1688.95,1448.4
SRB,Serbia,506.29,666.8,700.5,653.52,867.4,943.52,790.76,729.6,659.58,800.39,757.93,648.77,754.1,767.48,850.32,736.48,843.73,783.64,791.86,858.63,872.8,751.54,921.81,766.64,860.62,847.04,844.64,773.07,797.62,783.61,855.12,876.32,673.92,665.84,743.04,814.88,727.43,813.14,715.05,809.4,573.97,773.48,655.93,623.41,642.71,871.08,878.97,785.43,694.15,948.3,474,894.36,798.67,650.17,864.3,951.71,800.53,813.79,675.4,894.92,956,512.29,690.01,732.36,1102.52,716.24,906.68,674.95,895.2,726.02,760.46,816.45,727.46,924.12
